==================================================================
Mass (g),Position (cm),Avg Strain 1,Avg Strain 11,Avg Strain 2,Avg Strain 3,Std Strain 1,Std Strain 11,Std Strain 2,Std Strain 3
1500.0,30.0,-0.043513600419207314,-0.043513600419207314,0.07305078805531359,-0.15158517020089285,0.0005880552760152347,0.0005880552760152347,0.0006591995788443232,0.0006027469480535177
1500.0,35.0,-0.05789531563183309,-0.05789531563183309,0.05732055308172376,-0.16742050126412172,0.0006097786788837341,0.0006097786788837341,0.0006466099730530961,0.0005998233479614716
1500.0,40.0,-0.07208069758628731,-0.07208069758628731,0.04163326434235075,-0.18318927821828357,0.0006391398769826399,0.0006391398769826399,0.0006229320151330681,0.0005906137473431713
1500.0,45.0,-0.086328125,-0.086328125,0.02596119068287037,-0.1988896122685185,0.0005765564252454304,0.0005765564252454304,0.0006535510770228169,0.0006471771960305866
20.0,13.0,0.03824820708308203,0.03824820708308203,0.14919672138872134,-0.08651604554621532,0.0005937228217500652,0.0005937228217500652,0.0006361782686861682,0.000631807503040644
20.0,15.0,0.03818105518894416,0.03818105518894416,0.14915848268011875,-0.08668794252447047,0.000599011087041536,0.000599011087041536,0.000618433348044409,0.0005998088955910235
20.0,20.0,0.037902752867623214,0.037902752867623214,0.1488632419848411,-0.08691374584549287,0.0006167735655827097,0.0006167735655827097,0.0006626927111249848,0.0006047686602798928
20.0,25.0,0.037637669314163895,0.037637669314163895,0.14865970452891014,-0.08724675995736272,0.0006097302507555989,0.0006097302507555989,0.0006238035475410611,0.0005705585662132123
20.0,30.0,0.037401798619417864,0.037401798619417864,0.1483689692982456,-0.08745062674441786,0.0006099407753711772,0.0006099407753711772,0.0006148012463322991,0.0006070114318210046
20.0,35.0,0.037165349711823184,0.037165349711823184,0.14809442252273688,-0.08777495769881556,0.0005925717751321538,0.0005925717751321538,0.0006413280546738371,0.0005987652031597793
20.0,40.0,0.0369051567413522,0.0369051567413522,0.1478739804441824,-0.08801250337804638,0.0005819761543698851,0.0005819761543698851,0.0006490904268575647,0.0006438099294335259
20.0,45.0,0.03666748046875,0.03666748046875,0.14763346354166668,-0.08827718098958333,0.0006106233118997678,0.0006106233118997678,0.0006333848329987906,0.0006104193755730941
200.0,13.0,0.03399247481416275,0.03399247481416275,0.14721412240805948,-0.08800715534526604,0.0006193032009866552,0.0006193032009866552,0.0006317299967624933,0.0005828474243595455
200.0,15.0,0.03321262651508905,0.03321262651508905,0.14644411434284302,-0.08886332247691293,0.0006006506857764824,0.0006006506857764824,0.0006146450949388042,0.0006155031569143351
200.0,20.0,0.03125241539431126,0.03125241539431126,0.14431516510892314,-0.0910036966680936,0.0006338978976696603,0.0006338978976696603,0.000635533643118139,0.0005858787877903339
200.0,25.0,0.029341941086476725,0.029341941086476725,0.14212570067967495,-0.09309183919793339,0.0006032582519795353,0.0006032582519795353,0.0006355813694841233,0.000605659125018962
200.0,30.0,0.027326601149452418,0.027326601149452418,0.14009320123678248,-0.0953365452700151,0.000626977730309349,0.000626977730309349,0.0006509317949313385,0.0006310582559186027
200.0,35.0,0.025408873537282294,0.025408873537282294,0.13790933417997098,-0.09742858620963353,0.0005876153053757581,0.0005876153053757581,0.0006377821940876268,0.0005951642078291666
200.0,40.0,0.0235258643306903,0.0235258643306903,0.13578409223414178,-0.09958386777052239,0.0005966035215829734,0.0005966035215829734,0.0006206684892232238,0.00060358647085415
200.0,45.0,0.021545220606075312,0.021545220606075312,0.13370964097680513,-0.10169840747525233,0.0006127918519738198,0.0006127918519738198,0.0006131201037767572,0.0005828683282263246
2000.0,13.0,-0.006503018465909091,-0.006503018465909091,0.11778490471117424,-0.10208684747869318,0.0006016129336128285,0.0006016129336128285,0.0006435291875770938,0.0005909443103691553
2000.0,15.0,-0.014042121319731406,-0.014042121319731406,0.10956466296487603,-0.11036568633780992,0.0005776854389678084,0.0005776854389678084,0.0006234175797431729,0.0006307310173136534
2000.0,20.0,-0.03274311497138689,-0.03274311497138689,0.08896887623429084,-0.13120805339710503,0.0006148958211560402,0.0006148958211560402,0.0006742143053606533,0.0006095513321570616
2000.0,25.0,-0.05183192661830357,-0.05183192661830357,0.06796809605189733,-0.15232958112444198,0.0006414620165930659,0.0006414620165930659,0.0006332753877010152,0.0005908004810815791
2000.0,30.0,-0.07084025672419154,-0.07084025672419154,0.0470517286613806,-0.17326696595149255,0.000608058493303276,0.000608058493303276,0.0006458417272812773,0.000608528405330542
2000.0,35.0,-0.08989289519074675,-0.08989289519074675,0.02615871677150974,-0.19425667106331168,0.0006045405381758538,0.0006045405381758538,0.0006530751087668093,0.0006290160102101793
2000.0,40.0,-0.10883764929983525,-0.10883764929983525,0.00524178368255766,-0.21522987026359144,0.0006208181391874987,0.0006208181391874987,0.000635008932162519,0.0006002500275222998
2000.0,45.0,-0.12781248502204753,-0.12781248502204753,-0.015727786198715493,-0.23625098854486196,0.0006016199263353476,0.0006016199263353476,0.00061223454180699,0.0006143015064455505
50.0,13.0,0.03751068547494688,0.03751068547494688,0.14890416823433072,-0.08679527736588173,0.0005942427027133852,0.0005942427027133852,0.0006282924100770878,0.0005861940744053291
50.0,15.0,0.0372667905301024,0.0372667905301024,0.14866026107874294,-0.0870578571901483,0.0006045592320291002,0.0006045592320291002,0.0006120781478414765,0.000576655113382487
50.0,20.0,0.036788388907191265,0.036788388907191265,0.14815456895943147,-0.08759831807699549,0.0005945737661176829,0.0005945737661176829,0.0006079929288479158,0.0005800491443130949
50.0,25.0,0.03614503957563629,0.03614503957563629,0.14753971193811577,-0.08819630189090723,0.0006413906071719368,0.0006413906071719368,0.0006665429065389514,0.0006364763388117222
50.0,30.0,0.035662372295673074,0.035662372295673074,0.14704308143028846,-0.08881648137019231,0.0006294181512814153,0.0006294181512814153,0.0006540237688244201,0.0006179634675295903
50.0,35.0,0.0351560723139556,0.0351560723139556,0.14647904441866813,-0.08935031585471252,0.0005755642927214645,0.0005755642927214645,0.0006586162799602295,0.0006350269036084693
50.0,40.0,0.034635519679588604,0.034635519679588604,0.1458749891836432,-0.08995539025415349,0.000618741125887561,0.000618741125887561,0.0006400493037506578,0.0006234113898366618
50.0,45.0,0.0340819649974559,0.0340819649974559,0.14532495547829036,-0.09051671021667232,0.0006003765554671572,0.0006003765554671572,0.0006625958305657891,0.0005988667472984697
500.0,13.0,0.02710863708299839,0.02710863708299839,0.14235517986334406,-0.09037030088173231,0.000637697352408078,0.000637697352408078,0.0006501358704124143,0.0006222823630950763
500.0,15.0,0.025422515341154844,0.025422515341154844,0.14042204226589533,-0.09244925423064447,0.0005761861193235346,0.0005761861193235346,0.0006363900027848256,0.0005975129025963573
500.0,20.0,0.020496550658978582,0.020496550658978582,0.1350908106594934,-0.09777892362541186,0.0005923452084531378,0.0005923452084531378,0.0006271037157954949,0.000581768717723998
500.0,25.0,0.015680419553638764,0.015680419553638764,0.1297139761854261,-0.10305275205033937,0.0006124716260331647,0.0006124716260331647,0.0006810080960077326,0.0006255235251882483
500.0,30.0,0.010930998804886686,0.010930998804886686,0.124564454508233,-0.10821204685286827,0.0006034824612433746,0.0006034824612433746,0.0006632698931755039,0.0006097978221835779
500.0,35.0,0.006131043144926128,0.006131043144926128,0.11930237291018662,-0.1135035584540241,0.0006087795526975717,0.0006087795526975717,0.0006440502679170048,0.0006109100652853276
500.0,40.0,0.0013085710744001548,0.0013085710744001548,0.11401197120501161,-0.11876534382256192,0.0006378912031276749,0.0006378912031276749,0.0006490147762549116,0.0006615039232593448
500.0,45.0,-0.003446486600783476,-0.003446486600783476,0.10869213658520299,-0.12414133446848291,0.0005691337070940581,0.0005691337070940581,0.0006393838929996862,0.000653793834664168
70.0,13.0,0.03693088704650963,0.03693088704650963,0.14870917780691198,-0.0869855920091128,0.0006189833717852387,0.0006189833717852387,0.0006468074837771396,0.0006046729190702334
70.0,15.0,0.03668556750660211,0.03668556750660211,0.14840053504621478,-0.0872802734375,0.0006252469766870903,0.0006252469766870903,0.0006252966157843413,0.0005803879678153795
70.0,20.0,0.035933061079545456,0.035933061079545456,0.14768750739820075,-0.08806448271780302,0.0006091060488168055,0.0006091060488168055,0.0006350310112320923,0.0006224608885120926
70.0,25.0,0.035237586266536176,0.035237586266536176,0.14690160236399838,-0.08888920234037527,0.0005926665672191068,0.0005926665672191068,0.0006318208935759133,0.0005779716629689996
70.0,30.0,0.034603478773584904,0.034603478773584904,0.1461273769162736,-0.08963031888757862,0.0006372899063573072,0.0006372899063573072,0.0006373981089877952,0.0006469456477504388
70.0,35.0,0.03386912869954206,0.03386912869954206,0.14540197406080393,-0.09043720716375508,0.0005974587424446753,0.0005974587424446753,0.0006566912684675942,0.0006137027464013697
70.0,40.0,0.03316303416099043,0.03316303416099043,0.14461017322118924,-0.09120845654224963,0.0006175499407588366,0.0006175499407588366,0.0006074713387849547,0.0006067286710861002
70.0,45.0,0.03243428037296898,0.03243428037296898,0.14379323849473782,-0.09199449547636632,0.0006124526800148371,0.0006124526800148371,0.000648241250326274,0.0006141027218734942
